,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.0,0.5377454130793284,0.04012583416976808,0.5052641639470105,0.005302190274000034,0.49869559490248794,0.9996297423781242,0.49144596713037,0.987831447081099,0.5973280732754053,0.10917550307353709,0.6400828033676548,0.16466564790736984,0.604355351977508,0.1236267893860374,0.5691611366132786,0.08957677222956478,0.5809505373714414,0.10650867301257777,0.5662906455868327,0.08888744601742939,0.6270649871637547,0.1597495691652625,0.6121253800144216,0.1397161242767967,0.6330205083337257,0.16839701236588092,0.5910194274439031,0.11078698990479582,0.5398760520823367,0.051529196069252534,0.5412918730999485,0.07051663123476773,0.5767765307717535,0.11767329252667609,0.6313168280038266
1,0.18985232431333066,0.0,0.5888355611890397,0.11587998370171483,0.5910211549238519,0.11644748493358018,0.6144779226779641,0.14536300602772598,0.7399101992826759,0.290568619103187,0.9446742835382691,0.44916306668453154,0.45718388412252703,0.9504627652339017,0.7101918130794495,0.3109286225330753,0.8184341001671973,0.36078360513091684,0.7925139063028476,0.3535775387807614,0.0774897797331825,0.5610716565724522,0.9693614328478192,0.4726313547919133,0.08784231648064213,0.5718535528896034,0.8056519073526333,0.368893699683664,0.6986906535296689,0.30411432949449124,0.5832883114047505,0.16277151565564046,0.5086115017675401,0.02546390060279303,0.48240002808436555,0.9594562294072455
2,0.04012583416976808,0.5377454130793284,0.0,0.47701431957564594,0.9756517051952884,0.4844332297862636,0.9812751574164779,0.4801069185383207,0.9721627520479454,0.6979075004855714,0.20647899321847998,0.7114024496795394,0.23317877419792724,0.6632767642352965,0.1794587535894145,0.5905415456724405,0.10768054899695463,0.6063148002260271,0.12875071298698376,0.5839206619697481,0.1032403403425695,0.6732263561985996,0.20323340367992143,0.6571172080935141,0.18183003519710494,0.6784821553026321,0.21128114456036645,0.6337830484577894,0.15040506631914297,0.5447638463435266,0.05282480034623168,0.5458967986421895,0.07156981841750325,0.5926135783007112,0.1305183340221483,0.659594244000947
3,0.21602022518122466,0.6182217085961685,0.14222457191231708,0.0,0.6238053997413262,0.14618073893148334,0.6560345658082022,0.1841225791914637,0.7821068348286281,0.3316151999976451,0.9855716018793373,0.4869799019062732,0.3836681237140598,0.8727785527563924,0.7303052082856852,0.3318871420891018,0.8507996737949225,0.3926364056985346,0.8167392414539273,0.3786156215708615,0.07408866309178815,0.553314607877974,0.9936247563675215,0.493902863924533,0.08054790797315886,0.5602265138940892,0.8245321312083876,0.3896783042274102,0.7183341658130801,0.324406305914576,0.5956220171327566,0.17252785121791173,0.5074295586096794,0.01991172895499911,0.4757494267018495,0.9479186761034023
4,0.005302190274000034,0.5052641639470105,0.9756517051952884,0.47701431957564594,0.0,0.4885210741006822,0.9880237145044223,0.47909261066293635,0.9737824194245398,0.8780248994984626,0.38959813018326805,0.8112233612316503,0.3365241734029094,0.7989209060131145,0.31840416232343766,0.6830137781330631,0.20348137998833898,0.688479677936966,0.2144183272601215,0.6578367997706537,0.18055227994470166,0.7537439472115356,0.28755734490916274,0.7519459059753562,0.2802666260162378,0.7527028751897977,0.2894129530842584,0.7627171000193833,0.2826545296726116,0.6247973464346447,0.1358941846397597,0.569359225802704,0.09855551885703383,0.6345068433530237,0.1763167364436085,0.7028083042287884
5,0.2638676237785377,0.7024148273256038,0.2299772353352997,0.717241612538464,0.24312722243114118,0.0,0.7401951154540549,0.2720063582287587,0.813979953930153,0.3684432684264742,0.9808371620376998,0.48477093712611463,0.1832360172788843,0.6745743131441598,0.7466824779490239,0.3557033114787484,0.8664206898648561,0.4132909203658265,0.8302470257464498,0.39860097409592804,0.05792511852409957,0.5376566734169457,0.9874742224729541,0.49014613068393414,0.0603917931519211,0.5408711022986851,0.8336035436070878,0.40609202678657363,0.73519277616505,0.3486324716363593,0.6185701875163043,0.2001669012912595,0.5112331055214473,0.026983179988899268,0.4728381221507763,0.9475793407440933
6,0.9996297423781242,0.49869559490248794,0.9812751574164779,0.4844332297862636,0.9880237145044223,0.4885210741006822,0.0,0.4648208759791391,0.9611611364842733,0.9324875595743324,0.446293735252111,0.878197950307268,0.406304136877082,0.8873045291130813,0.40932684610380915,0.8285114610328324,0.3514918936308,0.8092110319626183,0.3378514873062345,0.7955723189067305,0.32085766876825733,0.8319735916346567,0.3688663154850484,0.8429812183738145,0.37415869623597214,0.8259731185258465,0.3658784240056594,0.8722868200322492,0.3947604974537728,0.85330780254424,0.3665852040997191,0.6200534583300183,0.1518552262256295,0.707983581122851,0.25286937244115226,0.7566278379226236
7,0.32161638489697386,0.8142245726809207,0.3445585559840028,0.829648653398332,0.35826154014854533,0.827944355705008,0.3627319336277638,0.0,0.8432944555032177,0.4022397971745534,0.9812232940789803,0.4870260349777455,0.04968336345606117,0.5423580604690097,0.765366738140053,0.3815028560909926,0.8813158520916203,0.4329334842884111,0.844203568257501,0.4189181512972371,0.047005702737663906,0.5264757822960078,0.9861913611710871,0.49063896441804045,0.04724912842461318,0.5277448845703617,0.8434626575695132,0.423389555603641,0.7547422103311131,0.37517183205923677,0.6537908527111607,0.2392286771047925,0.5166981036060584,0.034629090840294426,0.46495380677854015,0.9411582914283744
8,0.987831447081099,0.49144596713037,0.9721627520479454,0.4801069185383207,0.9737824194245398,0.47909261066293635,0.9611611364842733,0.4648208759791391,0.0,0.9370572473952152,0.4559884185702643,0.8952511085062079,0.4289165760824434,0.9056006273885836,0.43300397191222495,0.8758456159947026,0.4042479371807296,0.8576591992424556,0.39186503087152397,0.8562727591745399,0.38704042724803533,0.8608097390888264,0.40350499786303373,0.8726177619862454,0.40943534740476606,0.854544573197208,0.40033862371361834,0.8973905949026536,0.42526297119185646,0.9041501585241769,0.42261339401391324,0.6986348921956628,0.2360550004636139,0.7688661931219662,0.3196648376511679,0.7887476363735497
9,0.36023152573782136,0.8579632668458682,0.3939070060299654,0.868343322259965,0.402522549688559,0.8604623592002927,0.4009871180562983,0.8540780732751666,0.41975413552698754,0.0,0.9741148505459698,0.48457941277756694,0.013528519326334823,0.510707761438913,0.7743035869567846,0.39924447755370834,0.8842673462216017,0.4426591117193469,0.8479335579801242,0.43065691458759137,0.03515150418162478,0.5174848046843679,0.9788190330973978,0.4877934761473296,0.034013288263023855,0.5176640796914237,0.845055356866916,0.43373960712229265,0.7646664054944575,0.393838435564053,0.6869076108453194,0.2789143552872491,0.5279077037494413,0.051300369147009355,0.4601166601616918,0.9412164808528035
